sentence,class
If Walter lives in Afghanistan then Walter lives in Asia,1
If Walter lives in Sar-e Pul then Walter lives in Sar-e Pol and If Walter lives in Sar-e Pul then Walter lives in Afghanistan,2
If Walter lives in Sar-e Pul then Walter lives in Sar-e Pol or If Walter lives in Sar-e Pul then Walter lives in Afghanistan,3
If Walter lives in Sar-e Pul then Walter lives in Afghanistan and If Walter lives in Sar-e Pol then Walter lives in Afghanistan,4
If Walter lives in Sar-e Pul then Walter lives in Asia and If Walter lives in Sar-e Pol then Walter lives in Asia,4
If Walter lives in Sar-e Pul then Walter lives in Afghanistan or If Walter lives in Sar-e Pol then Walter lives in Afghanistan,5
If Walter lives in Sar-e Pul then Walter lives in Asia or If Walter lives in Sar-e Pol then Walter lives in Asia,5
If Mason lives in Tagāw-Bāy then Mason lives in Sar-e Pol,1
If Mason lives in Tagāw-Bāy then Mason lives in Afghanistan,1
If Mason lives in Tagāw-Bāy then Mason lives in Asia,1
If Mason lives in Sar-e Pol then Mason lives in Afghanistan,1
If Mason lives in Sar-e Pol then Mason lives in Asia,1
If Mason lives in Afghanistan then Mason lives in Asia,1
If Mason lives in Tagāw-Bāy then Mason lives in Sar-e Pol and If Mason lives in Tagāw-Bāy then Mason lives in Afghanistan,2
If Mason lives in Tagāw-Bāy then Mason lives in Sar-e Pol or If Mason lives in Tagāw-Bāy then Mason lives in Afghanistan,3
If Mason lives in Tagāw-Bāy then Mason lives in Afghanistan and If Mason lives in Sar-e Pol then Mason lives in Afghanistan,4
If Mason lives in Tagāw-Bāy then Mason lives in Asia and If Mason lives in Sar-e Pol then Mason lives in Asia,4
If Mason lives in Tagāw-Bāy then Mason lives in Afghanistan or If Mason lives in Sar-e Pol then Mason lives in Afghanistan,5
If Mason lives in Tagāw-Bāy then Mason lives in Asia or If Mason lives in Sar-e Pol then Mason lives in Asia,5
If George lives in Tukzār then George lives in Sar-e Pol,1
If George lives in Tukzār then George lives in Afghanistan,1
If George lives in Tukzār then George lives in Asia,1
If George lives in Sar-e Pol then George lives in Afghanistan,1
If George lives in Sar-e Pol then George lives in Asia,1
If George lives in Afghanistan then George lives in Asia,1
If George lives in Tukzār then George lives in Sar-e Pol and If George lives in Tukzār then George lives in Afghanistan,2
If George lives in Tukzār then George lives in Sar-e Pol or If George lives in Tukzār then George lives in Afghanistan,3
If George lives in Tukzār then George lives in Afghanistan and If George lives in Sar-e Pol then George lives in Afghanistan,4
If George lives in Tukzār then George lives in Asia and If George lives in Sar-e Pol then George lives in Asia,4
If George lives in Tukzār then George lives in Afghanistan or If George lives in Sar-e Pol then George lives in Afghanistan,5
If George lives in Tukzār then George lives in Asia or If George lives in Sar-e Pol then George lives in Asia,5
If Vera lives in Ārt Khwājah then Vera lives in Takhar,1
If Vera lives in Ārt Khwājah then Vera lives in Afghanistan,1
If Vera lives in Ārt Khwājah then Vera lives in Asia,1
If Vera lives in Takhar then Vera lives in Afghanistan,1
If Vera lives in Takhar then Vera lives in Asia,1
If Vera lives in Afghanistan then Vera lives in Asia,1
If Vera lives in Ārt Khwājah then Vera lives in Takhar and If Vera lives in Ārt Khwājah then Vera lives in Afghanistan,2
If Vera lives in Ārt Khwājah then Vera lives in Takhar or If Vera lives in Ārt Khwājah then Vera lives in Afghanistan,3
If Vera lives in Ārt Khwājah then Vera lives in Afghanistan and If Vera lives in Takhar then Vera lives in Afghanistan,4
If Vera lives in Ārt Khwājah then Vera lives in Asia and If Vera lives in Takhar then Vera lives in Asia,4
If Vera lives in Ārt Khwājah then Vera lives in Afghanistan or If Vera lives in Takhar then Vera lives in Afghanistan,5
If Vera lives in Ārt Khwājah then Vera lives in Asia or If Vera lives in Takhar then Vera lives in Asia,5
If Hannah lives in Taloqan then Hannah lives in Takhar,1
If Hannah lives in Taloqan then Hannah lives in Afghanistan,1
If Hannah lives in Taloqan then Hannah lives in Asia,1
If Hannah lives in Takhar then Hannah lives in Afghanistan,1
If Hannah lives in Takhar then Hannah lives in Asia,1
If Hannah lives in Afghanistan then Hannah lives in Asia,1
If Hannah lives in Taloqan then Hannah lives in Takhar and If Hannah lives in Taloqan then Hannah lives in Afghanistan,2
If Hannah lives in Taloqan then Hannah lives in Takhar or If Hannah lives in Taloqan then Hannah lives in Afghanistan,3
If Hannah lives in Taloqan then Hannah lives in Afghanistan and If Hannah lives in Takhar then Hannah lives in Afghanistan,4
If Hannah lives in Taloqan then Hannah lives in Asia and If Hannah lives in Takhar then Hannah lives in Asia,4
If Hannah lives in Taloqan then Hannah lives in Afghanistan or If Hannah lives in Takhar then Hannah lives in Afghanistan,5
If Hannah lives in Taloqan then Hannah lives in Asia or If Hannah lives in Takhar then Hannah lives in Asia,5
If Rachel lives in Tarinkot then Rachel lives in Urozgan,1
If Rachel lives in Tarinkot then Rachel lives in Afghanistan,1
If Rachel lives in Tarinkot then Rachel lives in Asia,1
If Rachel lives in Urozgan then Rachel lives in Afghanistan,1
If Rachel lives in Urozgan then Rachel lives in Asia,1
If Rachel lives in Afghanistan then Rachel lives in Asia,1
If Rachel lives in Tarinkot then Rachel lives in Urozgan and If Rachel lives in Tarinkot then Rachel lives in Afghanistan,2
If Rachel lives in Tarinkot then Rachel lives in Urozgan or If Rachel lives in Tarinkot then Rachel lives in Afghanistan,3
If Rachel lives in Tarinkot then Rachel lives in Afghanistan and If Rachel lives in Urozgan then Rachel lives in Afghanistan,4
If Rachel lives in Tarinkot then Rachel lives in Asia and If Rachel lives in Urozgan then Rachel lives in Asia,4
If Rachel lives in Tarinkot then Rachel lives in Afghanistan or If Rachel lives in Urozgan then Rachel lives in Afghanistan,5
If Rachel lives in Tarinkot then Rachel lives in Asia or If Rachel lives in Urozgan then Rachel lives in Asia,5
If Paula lives in Uruzgān then Paula lives in Urozgan,1
If Paula lives in Uruzgān then Paula lives in Afghanistan,1
If Paula lives in Uruzgān then Paula lives in Asia,1
If Paula lives in Urozgan then Paula lives in Afghanistan,1
If Paula lives in Urozgan then Paula lives in Asia,1
If Paula lives in Afghanistan then Paula lives in Asia,1
If Paula lives in Uruzgān then Paula lives in Urozgan and If Paula lives in Uruzgān then Paula lives in Afghanistan,2
If Paula lives in Uruzgān then Paula lives in Urozgan or If Paula lives in Uruzgān then Paula lives in Afghanistan,3
If Paula lives in Uruzgān then Paula lives in Afghanistan and If Paula lives in Urozgan then Paula lives in Afghanistan,4
If Paula lives in Uruzgān then Paula lives in Asia and If Paula lives in Urozgan then Paula lives in Asia,4
If Paula lives in Uruzgān then Paula lives in Afghanistan or If Paula lives in Urozgan then Paula lives in Afghanistan,5
If Paula lives in Uruzgān then Paula lives in Asia or If Paula lives in Urozgan then Paula lives in Asia,5
If Oscar lives in Qalāt then Oscar lives in Zabul,1
If Oscar lives in Qalāt then Oscar lives in Afghanistan,1
If Oscar lives in Qalāt then Oscar lives in Asia,1
If Oscar lives in Zabul then Oscar lives in Afghanistan,1
If Oscar lives in Zabul then Oscar lives in Asia,1
If Oscar lives in Afghanistan then Oscar lives in Asia,1
If Oscar lives in Qalāt then Oscar lives in Zabul and If Oscar lives in Qalāt then Oscar lives in Afghanistan,2
If Oscar lives in Qalāt then Oscar lives in Zabul or If Oscar lives in Qalāt then Oscar lives in Afghanistan,3
If Oscar lives in Qalāt then Oscar lives in Afghanistan and If Oscar lives in Zabul then Oscar lives in Afghanistan,4
If Oscar lives in Qalāt then Oscar lives in Asia and If Oscar lives in Zabul then Oscar lives in Asia,4
If Oscar lives in Qalāt then Oscar lives in Afghanistan or If Oscar lives in Zabul then Oscar lives in Afghanistan,5
If Oscar lives in Qalāt then Oscar lives in Asia or If Oscar lives in Zabul then Oscar lives in Asia,5
If Umar lives in Banaj then Umar lives in Berat District,1
If Umar lives in Banaj then Umar lives in Albania,1
If Umar lives in Banaj then Umar lives in Europe,1
If Umar lives in Berat District then Umar lives in Albania,1
If Umar lives in Berat District then Umar lives in Europe,1
If Umar lives in Albania then Umar lives in Europe,1
If Umar lives in Banaj then Umar lives in Berat District and If Umar lives in Banaj then Umar lives in Albania,2
If Umar lives in Banaj then Umar lives in Berat District or If Umar lives in Banaj then Umar lives in Albania,3
If Umar lives in Banaj then Umar lives in Albania and If Umar lives in Berat District then Umar lives in Albania,4
If Umar lives in Banaj then Umar lives in Europe and If Umar lives in Berat District then Umar lives in Europe,4
If Umar lives in Banaj then Umar lives in Albania or If Umar lives in Berat District then Umar lives in Albania,5
If Umar lives in Banaj then Umar lives in Europe or If Umar lives in Berat District then Umar lives in Europe,5
If Steve lives in Bashkia Berat then Steve lives in Berat District,1
If Steve lives in Bashkia Berat then Steve lives in Albania,1
If Steve lives in Bashkia Berat then Steve lives in Europe,1
If Steve lives in Berat District then Steve lives in Albania,1
If Steve lives in Berat District then Steve lives in Europe,1
If Steve lives in Albania then Steve lives in Europe,1
If Steve lives in Bashkia Berat then Steve lives in Berat District and If Steve lives in Bashkia Berat then Steve lives in Albania,2
If Steve lives in Bashkia Berat then Steve lives in Berat District or If Steve lives in Bashkia Berat then Steve lives in Albania,3
If Steve lives in Bashkia Berat then Steve lives in Albania and If Steve lives in Berat District then Steve lives in Albania,4
If Steve lives in Bashkia Berat then Steve lives in Europe and If Steve lives in Berat District then Steve lives in Europe,4
If Steve lives in Bashkia Berat then Steve lives in Albania or If Steve lives in Berat District then Steve lives in Albania,5
If Steve lives in Bashkia Berat then Steve lives in Europe or If Steve lives in Berat District then Steve lives in Europe,5
If George lives in Bashkia Kuçovë then George lives in Berat District,1
If George lives in Bashkia Kuçovë then George lives in Albania,1
If George lives in Bashkia Kuçovë then George lives in Europe,1
If George lives in Berat District then George lives in Albania,1
If George lives in Berat District then George lives in Europe,1
If George lives in Albania then George lives in Europe,1
If George lives in Bashkia Kuçovë then George lives in Berat District and If George lives in Bashkia Kuçovë then George lives in Albania,2
If George lives in Bashkia Kuçovë then George lives in Berat District or If George lives in Bashkia Kuçovë then George lives in Albania,3
If George lives in Bashkia Kuçovë then George lives in Albania and If George lives in Berat District then George lives in Albania,4
If George lives in Bashkia Kuçovë then George lives in Europe and If George lives in Berat District then George lives in Europe,4
If George lives in Bashkia Kuçovë then George lives in Albania or If George lives in Berat District then George lives in Albania,5
If George lives in Bashkia Kuçovë then George lives in Europe or If George lives in Berat District then George lives in Europe,5
If Mason lives in Bashkia Poliçan then Mason lives in Berat District,1
If Mason lives in Bashkia Poliçan then Mason lives in Albania,1
If Mason lives in Bashkia Poliçan then Mason lives in Europe,1
If Mason lives in Berat District then Mason lives in Albania,1
If Mason lives in Berat District then Mason lives in Europe,1
If Mason lives in Albania then Mason lives in Europe,1
If Mason lives in Bashkia Poliçan then Mason lives in Berat District and If Mason lives in Bashkia Poliçan then Mason lives in Albania,2
If Mason lives in Bashkia Poliçan then Mason lives in Berat District or If Mason lives in Bashkia Poliçan then Mason lives in Albania,3
If Mason lives in Bashkia Poliçan then Mason lives in Albania and If Mason lives in Berat District then Mason lives in Albania,4
If Mason lives in Bashkia Poliçan then Mason lives in Europe and If Mason lives in Berat District then Mason lives in Europe,4
If Mason lives in Bashkia Poliçan then Mason lives in Albania or If Mason lives in Berat District then Mason lives in Albania,5
If Mason lives in Bashkia Poliçan then Mason lives in Europe or If Mason lives in Berat District then Mason lives in Europe,5
If Walter lives in Bashkia Skrapar then Walter lives in Berat District,1
If Walter lives in Bashkia Skrapar then Walter lives in Albania,1
If Walter lives in Bashkia Skrapar then Walter lives in Europe,1
If Walter lives in Berat District then Walter lives in Albania,1
If Walter lives in Berat District then Walter lives in Europe,1
If Walter lives in Albania then Walter lives in Europe,1
If Walter lives in Bashkia Skrapar then Walter lives in Berat District and If Walter lives in Bashkia Skrapar then Walter lives in Albania,2
If Walter lives in Bashkia Skrapar then Walter lives in Berat District or If Walter lives in Bashkia Skrapar then Walter lives in Albania,3
If Walter lives in Bashkia Skrapar then Walter lives in Albania and If Walter lives in Berat District then Walter lives in Albania,4
If Walter lives in Bashkia Skrapar then Walter lives in Europe and If Walter lives in Berat District then Walter lives in Europe,4
If Walter lives in Bashkia Skrapar then Walter lives in Albania or If Walter lives in Berat District then Walter lives in Albania,5
If Walter lives in Bashkia Skrapar then Walter lives in Europe or If Walter lives in Berat District then Walter lives in Europe,5
If Charlie lives in Berat then Charlie lives in Berat District,1
If Charlie lives in Berat then Charlie lives in Albania,1
If Charlie lives in Berat then Charlie lives in Europe,1
If Charlie lives in Berat District then Charlie lives in Albania,1
If Charlie lives in Berat District then Charlie lives in Europe,1
If Charlie lives in Albania then Charlie lives in Europe,1
If Charlie lives in Berat then Charlie lives in Berat District and If Charlie lives in Berat then Charlie lives in Albania,2
If Charlie lives in Berat then Charlie lives in Berat District or If Charlie lives in Berat then Charlie lives in Albania,3
If Charlie lives in Berat then Charlie lives in Albania and If Charlie lives in Berat District then Charlie lives in Albania,4
If Charlie lives in Berat then Charlie lives in Europe and If Charlie lives in Berat District then Charlie lives in Europe,4
If Charlie lives in Berat then Charlie lives in Albania or If Charlie lives in Berat District then Charlie lives in Albania,5
If Charlie lives in Berat then Charlie lives in Europe or If Charlie lives in Berat District then Charlie lives in Europe,5
If George lives in Çorovodë then George lives in Berat District,1
If George lives in Çorovodë then George lives in Albania,1
If George lives in Çorovodë then George lives in Europe,1
If George lives in Berat District then George lives in Albania,1
If George lives in Berat District then George lives in Europe,1
If George lives in Albania then George lives in Europe,1
If George lives in Çorovodë then George lives in Berat District and If George lives in Çorovodë then George lives in Albania,2
If George lives in Çorovodë then George lives in Berat District or If George lives in Çorovodë then George lives in Albania,3
If George lives in Çorovodë then George lives in Albania and If George lives in Berat District then George lives in Albania,4
If George lives in Çorovodë then George lives in Europe and If George lives in Berat District then George lives in Europe,4
If George lives in Çorovodë then George lives in Albania or If George lives in Berat District then George lives in Albania,5
If George lives in Çorovodë then George lives in Europe or If George lives in Berat District then George lives in Europe,5
If Bob lives in Kuçovë then Bob lives in Berat District,1
If Bob lives in Kuçovë then Bob lives in Albania,1
If Bob lives in Kuçovë then Bob lives in Europe,1
If Bob lives in Berat District then Bob lives in Albania,1
If Bob lives in Berat District then Bob lives in Europe,1
If Bob lives in Albania then Bob lives in Europe,1
If Bob lives in Kuçovë then Bob lives in Berat District and If Bob lives in Kuçovë then Bob lives in Albania,2
If Bob lives in Kuçovë then Bob lives in Berat District or If Bob lives in Kuçovë then Bob lives in Albania,3
If Bob lives in Kuçovë then Bob lives in Albania and If Bob lives in Berat District then Bob lives in Albania,4
If Bob lives in Kuçovë then Bob lives in Europe and If Bob lives in Berat District then Bob lives in Europe,4
If Bob lives in Kuçovë then Bob lives in Albania or If Bob lives in Berat District then Bob lives in Albania,5
If Bob lives in Kuçovë then Bob lives in Europe or If Bob lives in Berat District then Bob lives in Europe,5
If Rachel lives in Poliçan then Rachel lives in Berat District,1
If Rachel lives in Poliçan then Rachel lives in Albania,1
If Rachel lives in Poliçan then Rachel lives in Europe,1
If Rachel lives in Berat District then Rachel lives in Albania,1
If Rachel lives in Berat District then Rachel lives in Europe,1
If Rachel lives in Albania then Rachel lives in Europe,1
If Rachel lives in Poliçan then Rachel lives in Berat District and If Rachel lives in Poliçan then Rachel lives in Albania,2
If Rachel lives in Poliçan then Rachel lives in Berat District or If Rachel lives in Poliçan then Rachel lives in Albania,3
If Rachel lives in Poliçan then Rachel lives in Albania and If Rachel lives in Berat District then Rachel lives in Albania,4
If Rachel lives in Poliçan then Rachel lives in Europe and If Rachel lives in Berat District then Rachel lives in Europe,4
If Rachel lives in Poliçan then Rachel lives in Albania or If Rachel lives in Berat District then Rachel lives in Albania,5
If Rachel lives in Poliçan then Rachel lives in Europe or If Rachel lives in Berat District then Rachel lives in Europe,5
If Yara lives in Rrethi i Beratit then Yara lives in Berat District,1
If Yara lives in Rrethi i Beratit then Yara lives in Albania,1
If Yara lives in Rrethi i Beratit then Yara lives in Europe,1
If Yara lives in Berat District then Yara lives in Albania,1
If Yara lives in Berat District then Yara lives in Europe,1
If Yara lives in Albania then Yara lives in Europe,1
If Yara lives in Rrethi i Beratit then Yara lives in Berat District and If Yara lives in Rrethi i Beratit then Yara lives in Albania,2
If Yara lives in Rrethi i Beratit then Yara lives in Berat District or If Yara lives in Rrethi i Beratit then Yara lives in Albania,3
If Yara lives in Rrethi i Beratit then Yara lives in Albania and If Yara lives in Berat District then Yara lives in Albania,4
If Yara lives in Rrethi i Beratit then Yara lives in Europe and If Yara lives in Berat District then Yara lives in Europe,4
If Yara lives in Rrethi i Beratit then Yara lives in Albania or If Yara lives in Berat District then Yara lives in Albania,5
If Yara lives in Rrethi i Beratit then Yara lives in Europe or If Yara lives in Berat District then Yara lives in Europe,5
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Berat District,1
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Albania,1
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Europe,1
If Ethan lives in Berat District then Ethan lives in Albania,1
If Ethan lives in Berat District then Ethan lives in Europe,1
If Ethan lives in Albania then Ethan lives in Europe,1
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Berat District and If Ethan lives in Rrethi i Kuçovës then Ethan lives in Albania,2
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Berat District or If Ethan lives in Rrethi i Kuçovës then Ethan lives in Albania,3
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Albania and If Ethan lives in Berat District then Ethan lives in Albania,4
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Europe and If Ethan lives in Berat District then Ethan lives in Europe,4
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Albania or If Ethan lives in Berat District then Ethan lives in Albania,5
If Ethan lives in Rrethi i Kuçovës then Ethan lives in Europe or If Ethan lives in Berat District then Ethan lives in Europe,5
If Rachel lives in Rrethi i Skraparit then Rachel lives in Berat District,1
If Rachel lives in Rrethi i Skraparit then Rachel lives in Albania,1
If Rachel lives in Rrethi i Skraparit then Rachel lives in Europe,1
If Rachel lives in Berat District then Rachel lives in Albania,1
If Rachel lives in Berat District then Rachel lives in Europe,1
If Rachel lives in Albania then Rachel lives in Europe,1
If Rachel lives in Rrethi i Skraparit then Rachel lives in Berat District and If Rachel lives in Rrethi i Skraparit then Rachel lives in Albania,2
If Rachel lives in Rrethi i Skraparit then Rachel lives in Berat District or If Rachel lives in Rrethi i Skraparit then Rachel lives in Albania,3
If Rachel lives in Rrethi i Skraparit then Rachel lives in Albania and If Rachel lives in Berat District then Rachel lives in Albania,4
If Rachel lives in Rrethi i Skraparit then Rachel lives in Europe and If Rachel lives in Berat District then Rachel lives in Europe,4
If Rachel lives in Rrethi i Skraparit then Rachel lives in Albania or If Rachel lives in Berat District then Rachel lives in Albania,5
If Rachel lives in Rrethi i Skraparit then Rachel lives in Europe or If Rachel lives in Berat District then Rachel lives in Europe,5
If Bob lives in Ura Vajgurore then Bob lives in Berat District,1
If Bob lives in Ura Vajgurore then Bob lives in Albania,1
If Bob lives in Ura Vajgurore then Bob lives in Europe,1
If Bob lives in Berat District then Bob lives in Albania,1
If Bob lives in Berat District then Bob lives in Europe,1
If Bob lives in Albania then Bob lives in Europe,1
If Bob lives in Ura Vajgurore then Bob lives in Berat District and If Bob lives in Ura Vajgurore then Bob lives in Albania,2
If Bob lives in Ura Vajgurore then Bob lives in Berat District or If Bob lives in Ura Vajgurore then Bob lives in Albania,3
If Bob lives in Ura Vajgurore then Bob lives in Albania and If Bob lives in Berat District then Bob lives in Albania,4
If Bob lives in Ura Vajgurore then Bob lives in Europe and If Bob lives in Berat District then Bob lives in Europe,4
If Bob lives in Ura Vajgurore then Bob lives in Albania or If Bob lives in Berat District then Bob lives in Albania,5
If Bob lives in Ura Vajgurore then Bob lives in Europe or If Bob lives in Berat District then Bob lives in Europe,5
If Julia lives in Bashkia Bulqizë then Julia lives in Dibër County,1
If Julia lives in Bashkia Bulqizë then Julia lives in Albania,1
If Julia lives in Bashkia Bulqizë then Julia lives in Europe,1
If Julia lives in Dibër County then Julia lives in Albania,1
If Julia lives in Dibër County then Julia lives in Europe,1
If Julia lives in Albania then Julia lives in Europe,1
If Julia lives in Bashkia Bulqizë then Julia lives in Dibër County and If Julia lives in Bashkia Bulqizë then Julia lives in Albania,2
If Julia lives in Bashkia Bulqizë then Julia lives in Dibër County or If Julia lives in Bashkia Bulqizë then Julia lives in Albania,3
If Julia lives in Bashkia Bulqizë then Julia lives in Albania and If Julia lives in Dibër County then Julia lives in Albania,4
If Julia lives in Bashkia Bulqizë then Julia lives in Europe and If Julia lives in Dibër County then Julia lives in Europe,4
If Julia lives in Bashkia Bulqizë then Julia lives in Albania or If Julia lives in Dibër County then Julia lives in Albania,5
If Julia lives in Bashkia Bulqizë then Julia lives in Europe or If Julia lives in Dibër County then Julia lives in Europe,5
If Diana lives in Bashkia Klos then Diana lives in Dibër County,1
If Diana lives in Bashkia Klos then Diana lives in Albania,1
If Diana lives in Bashkia Klos then Diana lives in Europe,1
If Diana lives in Dibër County then Diana lives in Albania,1
If Diana lives in Dibër County then Diana lives in Europe,1
If Diana lives in Albania then Diana lives in Europe,1
If Diana lives in Bashkia Klos then Diana lives in Dibër County and If Diana lives in Bashkia Klos then Diana lives in Albania,2
If Diana lives in Bashkia Klos then Diana lives in Dibër County or If Diana lives in Bashkia Klos then Diana lives in Albania,3
If Diana lives in Bashkia Klos then Diana lives in Albania and If Diana lives in Dibër County then Diana lives in Albania,4
If Diana lives in Bashkia Klos then Diana lives in Europe and If Diana lives in Dibër County then Diana lives in Europe,4
If Diana lives in Bashkia Klos then Diana lives in Albania or If Diana lives in Dibër County then Diana lives in Albania,5
If Diana lives in Bashkia Klos then Diana lives in Europe or If Diana lives in Dibër County then Diana lives in Europe,5
If Quincy lives in Bashkia Mat then Quincy lives in Dibër County,1
If Quincy lives in Bashkia Mat then Quincy lives in Albania,1
If Quincy lives in Bashkia Mat then Quincy lives in Europe,1
If Quincy lives in Dibër County then Quincy lives in Albania,1
If Quincy lives in Dibër County then Quincy lives in Europe,1
If Quincy lives in Albania then Quincy lives in Europe,1
If Quincy lives in Bashkia Mat then Quincy lives in Dibër County and If Quincy lives in Bashkia Mat then Quincy lives in Albania,2
If Quincy lives in Bashkia Mat then Quincy lives in Dibër County or If Quincy lives in Bashkia Mat then Quincy lives in Albania,3
If Quincy lives in Bashkia Mat then Quincy lives in Albania and If Quincy lives in Dibër County then Quincy lives in Albania,4
If Quincy lives in Bashkia Mat then Quincy lives in Europe and If Quincy lives in Dibër County then Quincy lives in Europe,4
If Quincy lives in Bashkia Mat then Quincy lives in Albania or If Quincy lives in Dibër County then Quincy lives in Albania,5
If Quincy lives in Bashkia Mat then Quincy lives in Europe or If Quincy lives in Dibër County then Quincy lives in Europe,5
If Paula lives in Bulqizë then Paula lives in Dibër County,1
If Paula lives in Bulqizë then Paula lives in Albania,1
If Paula lives in Bulqizë then Paula lives in Europe,1
If Paula lives in Dibër County then Paula lives in Albania,1
If Paula lives in Dibër County then Paula lives in Europe,1
If Paula lives in Albania then Paula lives in Europe,1
If Paula lives in Bulqizë then Paula lives in Dibër County and If Paula lives in Bulqizë then Paula lives in Albania,2
If Paula lives in Bulqizë then Paula lives in Dibër County or If Paula lives in Bulqizë then Paula lives in Albania,3
If Paula lives in Bulqizë then Paula lives in Albania and If Paula lives in Dibër County then Paula lives in Albania,4
If Paula lives in Bulqizë then Paula lives in Europe and If Paula lives in Dibër County then Paula lives in Europe,4
If Paula lives in Bulqizë then Paula lives in Albania or If Paula lives in Dibër County then Paula lives in Albania,5
If Paula lives in Bulqizë then Paula lives in Europe or If Paula lives in Dibër County then Paula lives in Europe,5
If Steve lives in Burrel then Steve lives in Dibër County,1
If Steve lives in Burrel then Steve lives in Albania,1
If Steve lives in Burrel then Steve lives in Europe,1
If Steve lives in Dibër County then Steve lives in Albania,1
If Steve lives in Dibër County then Steve lives in Europe,1
If Steve lives in Albania then Steve lives in Europe,1
If Steve lives in Burrel then Steve lives in Dibër County and If Steve lives in Burrel then Steve lives in Albania,2
If Steve lives in Burrel then Steve lives in Dibër County or If Steve lives in Burrel then Steve lives in Albania,3
If Steve lives in Burrel then Steve lives in Albania and If Steve lives in Dibër County then Steve lives in Albania,4
If Steve lives in Burrel then Steve lives in Europe and If Steve lives in Dibër County then Steve lives in Europe,4
If Steve lives in Burrel then Steve lives in Albania or If Steve lives in Dibër County then Steve lives in Albania,5
If Steve lives in Burrel then Steve lives in Europe or If Steve lives in Dibër County then Steve lives in Europe,5
If George lives in Klos then George lives in Dibër County,1
If George lives in Klos then George lives in Albania,1
If George lives in Klos then George lives in Europe,1
If George lives in Dibër County then George lives in Albania,1
If George lives in Dibër County then George lives in Europe,1
If George lives in Albania then George lives in Europe,1
If George lives in Klos then George lives in Dibër County and If George lives in Klos then George lives in Albania,2
If George lives in Klos then George lives in Dibër County or If George lives in Klos then George lives in Albania,3
If George lives in Klos then George lives in Albania and If George lives in Dibër County then George lives in Albania,4
If George lives in Klos then George lives in Europe and If George lives in Dibër County then George lives in Europe,4
If George lives in Klos then George lives in Albania or If George lives in Dibër County then George lives in Albania,5
If George lives in Klos then George lives in Europe or If George lives in Dibër County then George lives in Europe,5
If Kevin lives in Peshkopi then Kevin lives in Dibër County,1
If Kevin lives in Peshkopi then Kevin lives in Albania,1
If Kevin lives in Peshkopi then Kevin lives in Europe,1
If Kevin lives in Dibër County then Kevin lives in Albania,1
If Kevin lives in Dibër County then Kevin lives in Europe,1
If Kevin lives in Albania then Kevin lives in Europe,1
If Kevin lives in Peshkopi then Kevin lives in Dibër County and If Kevin lives in Peshkopi then Kevin lives in Albania,2
If Kevin lives in Peshkopi then Kevin lives in Dibër County or If Kevin lives in Peshkopi then Kevin lives in Albania,3
If Kevin lives in Peshkopi then Kevin lives in Albania and If Kevin lives in Dibër County then Kevin lives in Albania,4
If Kevin lives in Peshkopi then Kevin lives in Europe and If Kevin lives in Dibër County then Kevin lives in Europe,4
If Kevin lives in Peshkopi then Kevin lives in Albania or If Kevin lives in Dibër County then Kevin lives in Albania,5
If Kevin lives in Peshkopi then Kevin lives in Europe or If Kevin lives in Dibër County then Kevin lives in Europe,5
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Dibër County,1
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Albania,1
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Europe,1
If Quincy lives in Dibër County then Quincy lives in Albania,1
If Quincy lives in Dibër County then Quincy lives in Europe,1
If Quincy lives in Albania then Quincy lives in Europe,1
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Dibër County and If Quincy lives in Rrethi i Bulqizës then Quincy lives in Albania,2
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Dibër County or If Quincy lives in Rrethi i Bulqizës then Quincy lives in Albania,3
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Albania and If Quincy lives in Dibër County then Quincy lives in Albania,4
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Europe and If Quincy lives in Dibër County then Quincy lives in Europe,4
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Albania or If Quincy lives in Dibër County then Quincy lives in Albania,5
If Quincy lives in Rrethi i Bulqizës then Quincy lives in Europe or If Quincy lives in Dibër County then Quincy lives in Europe,5
If Julia lives in Rrethi i Dibrës then Julia lives in Dibër County,1
If Julia lives in Rrethi i Dibrës then Julia lives in Albania,1
If Julia lives in Rrethi i Dibrës then Julia lives in Europe,1
If Julia lives in Dibër County then Julia lives in Albania,1
If Julia lives in Dibër County then Julia lives in Europe,1
If Julia lives in Albania then Julia lives in Europe,1
If Julia lives in Rrethi i Dibrës then Julia lives in Dibër County and If Julia lives in Rrethi i Dibrës then Julia lives in Albania,2
If Julia lives in Rrethi i Dibrës then Julia lives in Dibër County or If Julia lives in Rrethi i Dibrës then Julia lives in Albania,3
